trip_id,route_id,driver_id,timestamp,type,stop_id,n_items
10,139,2,1233,arrive,1021,
10,139,2,1365,depart,1021,1
10,139,2,5528,arrive,889,
10,139,2,5649,depart,889,2
10,139,2,11536,arrive,335,
10,139,2,11655,depart,335,2
10,139,2,12713,arrive,636,
10,139,2,12811,depart,636,1
10,139,2,17361,arrive,362,
10,139,2,17440,depart,362,2
10,139,2,18354,arrive,121,
10,139,2,18431,depart,121,1
10,139,2,18729,arrive,465,
10,139,2,18849,depart,465,2
10,139,2,21056,arrive,503,
10,139,2,21175,depart,503,1
10,139,2,23973,arrive,667,
10,139,,24092,depart,667,2
10,139,2,27047,arrive,578,
10,139,2,27145,depart,,1
10,139,2,29152,arrive,543,
10,139,2,29229,depart,543,2
10,139,2,31660,arrive,119,
10,139,2,31779,depart,119,1
10,139,2,33581,arrive,439,
10,139,2,33701,depart,439,2
10,139,2,34447,arrive,542,
10,139,2,34545,depart,542,2
10,139,2,35285,arrive,67,
10,139,2,35426,depart,67,2
10,139,2,37157,arrive,708,
10,139,2,37276,depart,708,1
10,139,2,37582,arrive,276,
10,139,2,37680,depart,276,1
10,139,2,39567,arrive,538,
10,139,2,39686,depart,538,1
10,139,2,41281,arrive,692,
10,139,2,41358,depart,692,1
10,139,2,42110,arrive,161,
10,139,2,42210,depart,161,2
10,139,2,42866,arrive,583,
10,139,2,42964,depart,583,1
10,139,2,43867,arrive,0,
10,139,2,43944,depart,0,1
11,204,3,,arrive,0,
11,204,3,40,depart,0,
11,204,3,1008,arrive,583,
11,204,3,1106,depart,583,2
11,204,3,2228,arrive,466,
11,204,3,2351,depart,466,1
11,204,3,4478,arrive,196,
11,204,3,4603,depart,196,1
11,204,3,6946,arrive,178,
11,204,3,7049,depart,178,1
11,204,3,7690,arrive,8,
11,204,3,7750,depart,8,2
11,204,3,9507,arrive,735,
11,204,3,9656,depart,735,1
11,204,,11124,arrive,924,
11,204,3,11250,depart,924,2
11,204,3,11364,arrive,48,
11,204,3,11469,depart,,2
11,204,3,13729,arrive,90,
11,204,3,13788,depart,90,1
11,204,3,15130,arrive,626,
11,204,3,15211,depart,626,1
11,204,3,20332,arrive,82,
11,204,3,20435,depart,82,1
11,204,3,21389,arrive,287,
11,204,3,21557,depart,287,1
11,204,3,22640,arrive,518,
11,204,3,22743,depart,518,1
11,204,3,23376,arrive,905,
11,204,3,23482,depart,905,3
11,204,3,24413,arrive,692,
11,204,3,24493,depart,692,1
11,204,3,25050,arrive,161,
11,204,3,25153,depart,161,1
11,204,3,25754,arrive,583,
11,204,3,25858,depart,583,2
11,204,3,26818,arrive,0,
11,204,3,26899,depart,0,1
12,347,2,0,arrive,0,
12,347,2,47,depart,0,
12,347,2,1041,arrive,583,
12,347,2,1133,depart,583,2
12,347,2,2466,arrive,466,
12,347,2,2588,depart,466,4
12,347,2,4172,arrive,277,
12,347,2,4311,depart,277,1
12,347,2,6323,arrive,352,
12,347,2,6442,depart,352,1
12,347,2,7665,arrive,,
12,347,2,7721,depart,460,1
12,347,2,9142,arrive,453,
12,347,2,9220,depart,453,2
12,347,2,10638,arrive,460,
12,347,2,10696,depart,460,2
12,347,2,12344,arrive,913,
12,347,2,12422,depart,913,2
12,347,2,16894,arrive,605,
12,347,2,16992,depart,605,1
12,347,2,18190,arrive,296,
12,347,2,,depart,296,2
12,347,2,19334,arrive,707,
12,347,2,19413,depart,707,2
12,347,2,20925,arrive,199,
12,347,2,21023,depart,199,1
12,347,2,22809,arrive,447,
12,347,2,22907,depart,447,2
12,347,2,24244,arrive,150,
12,347,,24367,depart,150,3
12,347,2,29449,arrive,0,
12,347,2,29528,depart,0,2
13,383,2,0,arrive,,
13,383,2,123,depart,0,
13,383,2,1624,arrive,22,
13,383,2,1697,depart,22,
13,383,2,3959,arrive,304,
13,383,2,4057,depart,304,1
13,383,2,6418,arrive,75,
13,383,2,6496,depart,75,2
13,383,2,,arrive,463,
13,383,2,16310,depart,463,1
13,383,2,26013,arrive,75,
13,383,2,26090,depart,75,1
13,383,2,27285,arrive,759,
13,383,2,27385,depart,759,2
13,383,2,30886,arrive,489,
13,383,2,30965,depart,489,2
13,383,2,,arrive,931,
13,383,2,33153,depart,931,1
13,383,2,35451,arrive,933,
13,383,,35554,depart,933,4
13,383,2,35737,arrive,414,
13,383,2,35835,depart,414,1
13,383,2,36121,arrive,933,
13,383,2,36220,depart,933,2
13,383,2,44355,arrive,1004,
13,383,2,44475,depart,1004,2
13,383,2,46218,arrive,,
13,383,2,46295,depart,20,2
13,383,2,47150,arrive,22,
13,383,2,47229,depart,22,2
13,383,2,48838,arrive,0,
13,383,2,48917,depart,0,2
14,318,1,0,arrive,0,
14,318,1,-99,depart,0,
14,318,1,1092,arrive,583,
14,318,1,1167,depart,583,1
14,318,1,1934,arrive,161,
14,318,1,2015,depart,161,2
14,318,1,2691,arrive,692,
14,318,1,2755,depart,692,3
14,318,1,4498,arrive,538,
14,318,,4606,depart,538,4
14,318,1,4942,arrive,406,
14,318,1,5063,depart,406,
14,318,1,5809,arrive,117,
14,318,1,5934,depart,117,3
14,318,1,6503,arrive,111,
14,318,1,6586,depart,111,1
14,318,1,8251,arrive,621,
14,318,1,8334,depart,621,1
14,318,1,9277,arrive,171,
14,318,1,9379,depart,171,2
14,318,1,11717,arrive,948,
14,318,1,11780,depart,948,1
14,318,1,16569,arrive,660,
14,318,1,16633,depart,660,2
14,318,1,21464,arrive,948,
14,318,1,21529,depart,948,2
14,318,1,27266,arrive,236,
14,318,1,27389,depart,236,1
14,318,1,30295,arrive,0,
14,318,1,30358,depart,0,1
15,228,1,0,arrive,0,
15,228,1,158,depart,0,
15,228,1,1907,arrive,22,
15,228,1,1965,depart,22,1
15,228,1,4086,arrive,616,
15,228,1,4148,depart,616,1
15,228,1,9103,arrive,411,
15,228,1,9166,depart,411,1
15,228,1,9577,arrive,418,
15,228,1,9640,depart,418,1
15,228,1,14103,arrive,,
15,228,1,14187,depart,787,1
15,228,1,18583,arrive,418,
15,228,,18648,depart,418,2
15,228,1,25229,arrive,966,
15,228,1,25313,depart,966,1
15,228,1,26857,arrive,139,
15,228,1,26942,depart,139,2
15,228,1,31245,arrive,362,
15,228,1,31308,depart,362,1
15,228,1,35401,arrive,139,
15,228,1,35484,depart,139,1
15,228,1,39251,arrive,382,
15,228,1,39335,depart,382,1
15,228,1,41049,arrive,1021,
15,228,1,41170,depart,1021,1
15,228,1,42431,arrive,0,
15,228,1,42496,depart,0,2
16,330,2,0,arrive,0,
16,330,2,23,depart,0,
16,330,2,977,arrive,,
16,330,2,1070,depart,583,3
16,330,2,1849,arrive,161,
16,330,2,1945,depart,161,2
16,330,2,2540,arrive,567,
16,330,2,2678,depart,567,1
16,330,2,5692,arrive,684,
16,330,,5811,depart,684,2
16,330,2,6451,arrive,310,
16,330,2,6573,depart,310,3
16,330,2,8851,arrive,1014,
16,330,2,8907,depart,,1
16,330,2,10816,arrive,259,
16,330,2,10954,depart,259,1
16,330,2,15951,arrive,715,
16,330,2,16071,depart,715,2
16,330,2,18912,arrive,392,
16,330,2,18989,depart,392,1
16,330,,21714,arrive,715,
16,330,2,21833,depart,715,1
16,330,2,25067,arrive,516,
16,330,2,25164,depart,516,1
16,330,2,26823,arrive,69,
16,330,2,26902,depart,69,2
16,330,2,27257,arrive,,
16,330,2,27355,depart,993,1
16,330,2,28001,arrive,141,
16,330,2,28142,depart,141,2
16,330,,32616,arrive,747,
16,330,2,32673,depart,747,2
16,330,2,33762,arrive,566,
16,330,2,33859,depart,566,1
16,330,2,35951,arrive,171,
16,330,2,36068,depart,171,1
16,330,2,38193,arrive,948,
16,330,2,38271,depart,,2
16,330,2,43239,arrive,236,
16,330,2,43383,depart,236,3
16,330,2,45864,arrive,0,
16,330,2,45941,depart,0,1
17,117,1,0,arrive,0,
17,117,1,37,depart,0,
17,117,1,1968,arrive,22,
17,117,1,2027,depart,22,1
17,117,1,3052,arrive,20,
17,117,1,,depart,20,3
17,117,1,9096,arrive,343,
17,117,1,9181,depart,343,2
17,117,1,10437,arrive,278,
17,117,1,10523,depart,278,3
17,117,1,16523,arrive,437,
17,117,1,16608,depart,437,2
17,117,1,20675,arrive,315,
17,117,1,20779,depart,,1
17,117,1,24552,arrive,303,
17,117,1,24637,depart,303,2
17,117,1,25206,arrive,151,
17,117,1,25269,depart,151,1
17,117,1,25692,arrive,539,
17,117,1,25795,depart,539,2
17,117,1,26930,arrive,584,
17,117,1,27013,depart,584,1
17,117,1,40648,arrive,818,
17,117,1,40694,depart,818,3
17,117,1,48224,arrive,669,
17,117,1,48289,depart,669,2
17,117,1,49237,arrive,84,
17,117,1,49300,depart,84,1
17,117,1,49855,arrive,543,
17,117,1,49918,depart,543,2
17,117,1,51141,arrive,685,
17,117,1,51264,depart,685,2
17,117,1,52319,arrive,45,
17,117,1,52400,depart,45,1
17,117,1,54178,arrive,423,
17,117,1,54263,depart,423,2
17,117,1,56255,arrive,571,
17,117,1,56321,depart,571,3
17,117,1,56596,arrive,752,
17,117,1,56679,depart,752,1
17,117,1,57680,arrive,721,
17,117,1,57784,depart,721,1
17,117,1,58864,arrive,752,
17,117,1,58953,depart,752,4
17,117,1,59504,arrive,1022,
17,117,1,59607,depart,1022,1
17,117,1,62669,arrive,150,
17,117,1,62772,depart,150,1
17,117,1,68630,arrive,0,
17,117,1,68694,depart,0,2
18,250,2,0,arrive,0,
18,250,2,150,depart,0,
18,250,2,5151,arrive,150,
18,250,2,5271,depart,150,2
18,250,2,6619,arrive,447,
18,250,2,6717,depart,447,2
18,250,2,8194,arrive,582,
18,250,2,8376,depart,582,1
18,250,2,10199,arrive,650,
18,250,2,,depart,650,2
18,250,2,10577,arrive,964,
18,250,2,10635,depart,964,2
18,250,2,11035,arrive,325,
18,250,2,11177,depart,325,2
18,250,2,11508,arrive,964,
18,250,2,11565,depart,964,2
18,250,2,11755,arrive,650,
18,250,2,11855,depart,650,2
18,250,2,13748,arrive,1013,
18,250,2,13825,depart,1013,1
18,250,2,15798,arrive,243,
18,250,2,15917,depart,243,2
18,250,2,17518,arrive,931,
18,250,2,17595,depart,931,1
18,250,2,18857,arrive,658,
18,250,2,18913,depart,658,1
18,250,2,21082,arrive,892,
18,250,2,21199,depart,892,1
18,250,2,25714,arrive,161,
18,250,2,25812,depart,161,1
18,250,2,26467,arrive,583,
18,250,2,26565,depart,583,1
18,250,2,27520,arrive,0,
18,250,2,27597,depart,0,1
19,57,3,0,arrive,0,
19,57,3,180,depart,0,
19,57,3,1402,arrive,22,
19,57,3,1479,depart,22,1
19,57,3,,arrive,20,
19,57,3,2449,depart,20,3
19,57,3,3664,arrive,,
19,57,3,3745,depart,553,1
19,57,3,4604,arrive,57,
19,57,3,4685,depart,57,1
19,57,3,4810,arrive,651,
19,57,3,4891,depart,651,1
19,57,3,7445,arrive,723,
19,57,3,7528,depart,723,2
19,57,3,9197,arrive,979,
19,57,3,9326,depart,979,2
19,57,3,11750,arrive,689,
19,57,3,11875,depart,689,1
19,57,3,13482,arrive,777,
19,57,3,13607,depart,777,1
19,57,3,15962,arrive,546,
19,57,3,16088,depart,546,2
19,57,3,17122,arrive,834,
19,57,3,17247,depart,834,1
19,57,3,17814,arrive,506,
19,57,3,17894,depart,506,1
19,57,3,18688,arrive,1017,
19,57,3,18769,depart,1017,1
19,57,3,19777,arrive,229,
19,57,3,19882,depart,229,2
19,57,3,22379,arrive,13,
19,57,3,22503,depart,13,1
19,57,,25042,arrive,161,
19,57,3,25146,depart,161,2
19,57,3,25725,arrive,583,
19,57,3,25828,depart,583,1
19,57,3,26630,arrive,,
19,57,3,26711,depart,0,1
20,336,1,0,arrive,0,
20,336,1,9,depart,0,
20,336,1,1167,arrive,583,
20,336,1,1242,depart,583,1
20,336,1,7513,arrive,98,
20,336,1,7577,depart,98,2
20,336,,9330,arrive,764,
20,336,1,9412,depart,764,2
20,336,1,12080,arrive,433,
20,336,1,12123,depart,433,1
20,336,1,12943,arrive,,
20,336,1,13048,depart,708,2
20,336,1,14417,arrive,998,
20,336,1,14538,depart,,1
20,336,1,19973,arrive,175,
20,336,1,20040,depart,175,3
20,336,1,22568,arrive,321,
20,336,1,22655,depart,321,3
20,336,1,24749,arrive,355,
20,336,1,24814,depart,355,2
20,336,1,26460,arrive,604,
20,336,1,26564,depart,604,1
20,336,,31147,arrive,265,
20,336,1,31230,depart,265,1
20,336,1,35587,arrive,1021,
20,336,1,35708,depart,1021,1
20,336,1,36842,arrive,,
20,336,1,36907,depart,0,2
21,340,1,0,arrive,0,
21,340,1,61,depart,0,
21,340,1,5866,arrive,150,
21,340,1,5971,depart,150,2
21,340,1,6573,arrive,493,
21,340,1,6659,depart,493,3
21,340,1,7239,arrive,274,
21,340,1,7366,depart,274,3
21,340,1,8111,arrive,912,
21,340,1,8218,depart,912,3
21,340,1,9458,arrive,49,
21,340,1,9501,depart,49,1
21,340,1,17291,arrive,946,
21,340,,17354,depart,946,1
21,340,1,19644,arrive,801,
21,340,1,,depart,801,1
21,340,1,20952,arrive,936,
21,340,1,21033,depart,936,1
21,340,1,23253,arrive,260,
21,340,1,23296,depart,260,1
21,340,1,23726,arrive,408,
21,340,1,23789,depart,408,1
21,340,1,25284,arrive,850,
21,340,1,25387,depart,850,1
21,340,1,28454,arrive,883,
21,340,1,28519,depart,,2
21,340,1,,arrive,175,
21,340,1,29707,depart,175,1
21,340,1,32157,arrive,321,
21,340,1,32240,depart,321,1
21,340,1,34305,arrive,355,
21,340,1,34370,depart,355,2
21,340,1,36128,arrive,604,
21,340,1,36233,depart,604,2
21,340,1,40577,arrive,265,
21,340,1,40660,depart,265,1
21,340,1,44952,arrive,,
21,340,1,45073,depart,1021,1
21,340,1,46316,arrive,0,
21,340,1,46381,depart,0,2
22,406,1,0,arrive,0,
22,406,1,33,depart,0,
22,406,1,1327,arrive,583,
22,406,1,1403,depart,583,1
22,406,1,2323,arrive,161,
22,406,1,2402,depart,161,1
22,406,1,3319,arrive,567,
22,406,1,3443,depart,567,2
22,406,1,6972,arrive,684,
22,406,1,7073,depart,684,1
22,406,1,8073,arrive,310,
22,406,1,8176,depart,310,1
22,406,1,14601,arrive,230,
22,406,1,14646,depart,230,
22,406,1,16882,arrive,793,
22,406,1,17008,depart,793,2
22,406,1,17923,arrive,345,
22,406,1,18045,depart,345,2
22,406,1,19137,arrive,275,
22,406,1,19220,depart,275,1
22,406,1,19790,arrive,705,
22,406,1,19895,depart,705,3
22,406,1,23662,arrive,86,
22,406,,23745,depart,86,1
22,406,1,25027,arrive,625,
22,406,1,25112,depart,625,2
22,406,1,25965,arrive,344,
22,406,1,26086,depart,344,1
22,406,1,31071,arrive,447,
22,406,1,31152,depart,447,1
22,406,1,32676,arrive,150,
22,406,1,32781,depart,150,2
22,406,1,38557,arrive,0,
22,406,1,38620,depart,0,1
23,415,3,0,arrive,0,
23,415,3,220,depart,0,
23,415,3,1681,arrive,22,
23,415,,1760,depart,22,1
23,415,3,2651,arrive,895,
23,415,3,2731,depart,895,1
23,415,3,3338,arrive,846,
23,415,3,3463,depart,846,1
23,415,3,6172,arrive,960,
23,415,3,6277,depart,960,2
23,415,3,7485,arrive,231,
23,415,3,7588,depart,231,1
23,415,3,9153,arrive,417,
23,415,3,9278,depart,417,1
23,415,3,10038,arrive,262,
23,415,3,10185,depart,262,1
23,415,3,12656,arrive,,
23,415,3,12715,depart,260,1
23,415,,13591,arrive,246,
23,415,3,13717,depart,246,2
23,415,3,15850,arrive,862,
23,415,3,15934,depart,862,3
23,415,3,16999,arrive,705,
23,415,3,17129,depart,705,2
23,415,3,17575,arrive,275,
23,415,3,17678,depart,275,1
23,415,3,18816,arrive,25,
23,415,3,18964,depart,25,2
23,415,3,20180,arrive,161,
23,415,3,20285,depart,161,2
23,415,3,20958,arrive,,
23,415,3,21061,depart,583,1
23,415,3,22042,arrive,0,
23,415,3,22125,depart,0,2
24,56,3,0,arrive,0,
24,56,3,55,depart,0,
24,56,3,1242,arrive,22,
24,56,3,1321,depart,22,3
24,56,3,2684,arrive,616,
24,56,3,2764,depart,,1
24,56,3,6299,arrive,411,
24,56,3,6380,depart,411,
24,56,3,6556,arrive,418,
24,56,3,6638,depart,418,2
24,56,3,7702,arrive,950,
24,56,3,7826,depart,950,1
24,56,3,8500,arrive,269,
24,56,3,8607,depart,269,2
24,56,3,10006,arrive,988,
24,56,,10130,depart,988,1
24,56,3,11006,arrive,380,
24,56,3,11087,depart,380,1
24,56,3,11346,arrive,29,
24,56,3,11427,depart,29,
24,56,3,12971,arrive,1002,
